x,y,dx,dy
-85,105,-1,0
-86,105,0,-1
-86,104,1,0
-85,104,0,-1
-85,103,-1,0
-86,103,-1,0
-87,103,0,1
-87,104,-1,0
-88,104,0,-1
-88,103,-1,0
-89,103,-1,0
-90,103,0,1
-90,104,1,0
-89,104,0,1
-89,105,-1,0
-90,105,0,1
-90,106,-1,0
-91,106,-1,0
-92,106,0,-1
-92,105,1,0
-91,105,0,-1
-91,104,0,-1
-91,103,-1,0
-92,103,0,1
-92,104,-1,0
-93,104,-1,0
-94,104,-1,0
-95,104,-1,0
-96,104,-1,0
-97,104,0,1
-97,105,1,0
-96,105,1,0
-95,105,1,0
-94,105,1,0
-93,105,0,1
-93,106,-1,0
-94,106,-1,0
-95,106,-1,0
-96,106,-1,0
-97,106,0,1
-97,107,-1,0
-98,107,0,-1
-98,106,0,-1
-98,105,0,-1
-98,104,-1,0
-99,104,0,1
-99,105,0,1
-99,106,0,1
-99,107,0,1
-99,108,0,1
-99,109,0,1
-99,110,-1,0
-100,110,0,1
-100,111,-1,0
-101,111,0,-1
-101,110,-1,0
-102,110,0,-1
-102,109,0,-1
-102,108,-1,0
-103,108,0,1
-103,109,0,1
-103,110,-1,0
-104,110,0,-1
-104,109,-1,0
-105,109,0,1
-105,110,0,1
-105,111,1,0
-104,111,0,1
-104,112,-1,0
-105,112,0,1
-105,113,-1,0
-106,113,0,-1
-106,112,-1,0
-107,112,-1,0
-108,112,0,-1
-108,111,0,-1
-108,110,-1,0
-109,110,0,1
-109,111,0,1
-109,112,-1,0
-110,112,0,-1
-110,111,0,-1
-110,110,0,-1
-110,109,0,-1
-110,108,-1,0
-111,108,-1,0
-112,108,-1,0
-113,108,-1,0
-114,108,-1,0
-115,108,0,-1
-115,107,0,-1
-115,106,-1,0
-116,106,-1,0
-117,106,-1,0
-118,106,-1,0
-119,106,0,-1
-119,105,-1,0
-120,105,0,1
-120,106,-1,0
-121,106,-1,0
-122,106,-1,0
-123,106,0,-1
-123,105,-1,0
-124,105,-1,0
-125,105,-1,0
-126,105,0,1
-126,106,1,0
-125,106,1,0
-124,106,0,1
-124,107,-1,0
-125,107,-1,0
-126,107,0,1
-126,108,1,0
-125,108,1,0
-124,108,1,0
-123,108,0,-1
-123,107,1,0
-122,107,1,0
-121,107,1,0
-120,107,1,0
-119,107,1,0
-118,107,1,0
-117,107,1,0
-116,107,0,1
-116,108,-1,0
-117,108,-1,0
-118,108,-1,0
-119,108,-1,0
-120,108,-1,0
-121,108,-1,0
-122,108,0,1
-122,109,1,0
-121,109,1,0
-120,109,1,0
-119,109,1,0
-118,109,1,0
-117,109,1,0
-116,109,0,1
-116,110,-1,0
-117,110,-1,0
-118,110,-1,0
-119,110,-1,0
-120,110,-1,0
-121,110,-1,0
-122,110,-1,0
-123,110,0,-1
-123,109,-1,0
-124,109,-1,0
-125,109,-1,0
-126,109,0,1
-126,110,1,0
-125,110,1,0
-124,110,0,1
-124,111,1,0
-123,111,1,0
-122,111,1,0
-121,111,1,0
-120,111,1,0
-119,111,0,1
-119,112,-1,0
-120,112,0,1
-120,113,-1,0
-121,113,0,-1
-121,112,-1,0
-122,112,0,1
-122,113,0,1
-122,114,-1,0
-123,114,0,-1
-123,113,0,-1
-123,112,-1,0
-124,112,0,1
-124,113,-1,0
-125,113,0,-1
-125,112,0,-1
-125,111,-1,0
-126,111,0,1
-126,112,0,1
-126,113,0,1
-126,114,0,1
-126,115,1,0
-125,115,0,-1
-125,114,1,0
-124,114,0,1
-124,115,1,0
-123,115,1,0
-122,115,1,0
-121,115,0,-1
-121,114,1,0
-120,114,0,1
-120,115,1,0
-119,115,1,0
-118,115,1,0
-117,115,1,0
-116,115,1,0
-115,115,1,0
-114,115,0,-1
-114,114,-1,0
-115,114,-1,0
-116,114,0,-1
-116,113,0,-1
-116,112,-1,0
-117,112,0,1
-117,113,0,1
-117,114,-1,0
-118,114,-1,0
-119,114,0,-1
-119,113,1,0
-118,113,0,-1
-118,112,0,-1
-118,111,1,0
-117,111,1,0
-116,111,1,0
-115,111,1,0
-114,111,0,-1
-114,110,-1,0
-115,110,0,-1
-115,109,1,0
-114,109,1,0
-113,109,1,0
-112,109,1,0
-111,109,0,1
-111,110,0,1
-111,111,0,1
-111,112,-1,0
-112,112,0,-1
-112,111,0,-1
-112,110,-1,0
-113,110,0,1
-113,111,0,1
-113,112,-1,0
-114,112,-1,0
-115,112,0,1
-115,113,1,0
-114,113,1,0
-113,113,0,1
-113,114,0,1
-113,115,1,0
-112,115,0,-1
-112,114,0,-1
-112,113,1,0
-111,113,0,1
-111,114,0,1
-111,115,1,0
-110,115,1,0
-109,115,1,0
-108,115,0,-1
-108,114,-1,0
-109,114,-1,0
-110,114,0,-1
-110,113,1,0
-109,113,1,0
-108,113,1,0
-107,113,0,1
-107,114,0,1
-107,115,1,0
-106,115,0,-1
-106,114,1,0
-105,114,0,1
-105,115,1,0
-104,115,0,1
-104,116,-1,0
-105,116,-1,0
-106,116,-1,0
-107,116,0,1
-107,117,-1,0
-108,117,0,-1
-108,116,-1,0
-109,116,-1,0
-110,116,-1,0
-111,116,-1,0
-112,116,-1,0
-113,116,-1,0
-114,116,-1,0
-115,116,0,1
-115,117,1,0
-114,117,1,0
-113,117,1,0
-112,117,0,1
-112,118,1,0
-111,118,0,-1
-111,117,1,0
-110,117,1,0
-109,117,0,1
-109,118,-1,0
-110,118,0,1
-110,119,-1,0
-111,119,-1,0
-112,119,-1,0
-113,119,0,-1
-113,118,-1,0
-114,118,0,1
-114,119,-1,0
-115,119,0,-1
-115,118,-1,0
-116,118,-1,0
-117,118,0,1
-117,119,1,0
-116,119,0,1
-116,120,1,0
-115,120,1,0
-114,120,1,0
-113,120,1,0
-112,120,1,0
-111,120,1,0
-110,120,0,1
-110,121,1,0
-109,121,1,0
-108,121,1,0
-107,121,1,0
-106,121,0,1
-106,122,1,0
-105,122,1,0
-104,122,1,0
-103,122,1,0
-102,122,0,1
-102,123,-1,0
-103,123,-1,0
-104,123,-1,0
-105,123,-1,0
-106,123,-1,0
-107,123,0,-1
-107,122,-1,0
-108,122,0,1
-108,123,-1,0
-109,123,0,-1
-109,122,-1,0
-110,122,0,1
-110,123,-1,0
-111,123,-1,0
-112,123,-1,0
-113,123,-1,0
-114,123,-1,0
-115,123,0,-1
-115,122,1,0
-114,122,1,0
-113,122,1,0
-112,122,1,0
-111,122,0,-1
-111,121,-1,0
-112,121,-1,0
-113,121,-1,0
-114,121,-1,0
-115,121,-1,0
-116,121,-1,0
-117,121,0,-1
-117,120,-1,0
-118,120,0,-1
-118,119,0,-1
-118,118,0,-1
-118,117,1,0
-117,117,1,0
-116,117,0,-1
-116,116,-1,0
-117,116,-1,0
-118,116,-1,0
-119,116,0,1
-119,117,-1,0
-120,117,0,-1
-120,116,-1,0
-121,116,0,1
-121,117,0,1
-121,118,-1,0
-122,118,-1,0
-123,118,0,1
-123,119,1,0
-122,119,1,0
-121,119,1,0
-120,119,0,-1
-120,118,1,0
-119,118,0,1
-119,119,0,1
-119,120,-1,0
-120,120,-1,0
-121,120,-1,0
-122,120,-1,0
-123,120,-1,0
-124,120,-1,0
-125,120,0,-1
-125,119,1,0
-124,119,0,-1
-124,118,0,-1
-124,117,1,0
-123,117,1,0
-122,117,0,-1
-122,116,-1,0
-123,116,-1,0
-124,116,-1,0
-125,116,-1,0
-126,116,0,1
-126,117,1,0
-125,117,0,1
-125,118,-1,0
-126,118,0,1
-126,119,0,1
-126,120,0,1
-126,121,1,0
-125,121,1,0
-124,121,1,0
-123,121,1,0
-122,121,1,0
-121,121,1,0
-120,121,1,0
-119,121,1,0
-118,121,0,1
-118,122,1,0
-117,122,1,0
-116,122,0,1
-116,123,-1,0
-117,123,-1,0
-118,123,-1,0
-119,123,0,-1
-119,122,-1,0
-120,122,-1,0
-121,122,-1,0
-122,122,-1,0
-123,122,-1,0
-124,122,-1,0
-125,122,-1,0
-126,122,0,1
-126,123,1,0
-125,123,1,0
-124,123,1,0
-123,123,1,0
-122,123,1,0
-121,123,1,0
-120,123,0,1
-120,124,1,0
-119,124,1,0
-118,124,1,0
-117,124,1,0
-116,124,1,0
-115,124,1,0
-114,124,1,0
-113,124,0,1
-113,125,-1,0
-114,125,-1,0
-115,125,-1,0
-116,125,-1,0
-117,125,-1,0
-118,125,-1,0
-119,125,-1,0
-120,125,-1,0
-121,125,0,-1
-121,124,-1,0
-122,124,0,1
-122,125,-1,0
-123,125,0,-1
-123,124,-1,0
-124,124,0,1
-124,125,-1,0
-125,125,0,-1
-125,124,-1,0
-126,124,0,1
-126,125,0,1
-126,126,1,0
-125,126,1,0
-124,126,1,0
-123,126,1,0
-122,126,1,0
-121,126,1,0
-120,126,1,0
-119,126,1,0
-118,126,1,0
-117,126,1,0
-116,126,1,0
-115,126,1,0
-114,126,1,0
-113,126,1,0
-112,126,1,0
-111,126,1,0
-110,126,0,-1
-110,125,-1,0
-111,125,-1,0
-112,125,0,-1
-112,124,1,0
-111,124,1,0
-110,124,1,0
-109,124,1,0
-108,124,1,0
-107,124,1,0
-106,124,1,0
-105,124,0,1
-105,125,-1,0
-106,125,-1,0
-107,125,-1,0
-108,125,-1,0
-109,125,0,1
-109,126,1,0
-108,126,1,0
-107,126,1,0
-106,126,1,0
-105,126,1,0
-104,126,1,0
-103,126,0,-1
-103,125,-1,0
-104,125,0,-1
-104,124,1,0
-103,124,1,0
-102,124,0,1
-102,125,0,1
-102,126,1,0
-101,126,1,0
-100,126,1,0
-99,126,1,0
-98,126,1,0
-97,126,1,0
-96,126,1,0
-95,126,0,-1
-95,125,-1,0
-96,125,-1,0
-97,125,-1,0
-98,125,-1,0
-99,125,-1,0
-100,125,-1,0
-101,125,0,-1
-101,124,1,0
-100,124,1,0
-99,124,1,0
-98,124,1,0
-97,124,1,0
-96,124,1,0
-95,124,1,0
-94,124,1,0
-93,124,1,0
-92,124,1,0
-91,124,1,0
-90,124,1,0
-89,124,0,1
-89,125,-1,0
-90,125,-1,0
-91,125,-1,0
-92,125,-1,0
-93,125,-1,0
-94,125,0,1
-94,126,1,0
-93,126,1,0
-92,126,1,0
-91,126,1,0
-90,126,1,0
-89,126,1,0
-88,126,1,0
-87,126,1,0
-86,126,1,0
-85,126,1,0
-84,126,1,0
-83,126,0,-1
-83,125,0,-1
-83,124,1,0
-82,124,1,0
-81,124,0,1
-81,125,-1,0
-82,125,0,1
-82,126,1,0
-81,126,1,0
-80,126,1,0
-79,126,1,0
-78,126,1,0
-77,126,1,0
-76,126,0,-1
-76,125,-1,0
-77,125,-1,0
-78,125,-1,0
-79,125,-1,0
-80,125,0,-1
-80,124,1,0
-79,124,1,0
-78,124,1,0
-77,124,1,0
-76,124,1,0
-75,124,0,1
-75,125,0,1
-75,126,1,0
-74,126,1,0
-73,126,1,0
-72,126,1,0
-71,126,1,0
-70,126,1,0
-69,126,1,0
-68,126,1,0
-67,126,1,0
-66,126,1,0
-65,126,1,0
-64,126,0,-1
-64,125,0,-1
-64,124,-1,0
-65,124,0,1
-65,125,-1,0
-66,125,0,-1
-66,124,-1,0
-67,124,0,1
-67,125,-1,0
-68,125,-1,0
-69,125,-1,0
-70,125,-1,0
-71,125,-1,0
-72,125,-1,0
-73,125,-1,0
-74,125,0,-1
-74,124,1,0
-73,124,1,0
-72,124,1,0
-71,124,1,0
-70,124,1,0
-69,124,1,0
-68,124,0,-1
-68,123,-1,0
-69,123,-1,0
-70,123,-1,0
-71,123,-1,0
-72,123,0,-1
-72,122,1,0
-71,122,1,0
-70,122,1,0
-69,122,1,0
-68,122,1,0
-67,122,0,1
-67,123,1,0
-66,123,1,0
-65,123,1,0
-64,123,0,-1
-64,122,-1,0
-65,122,-1,0
-66,122,0,-1
-66,121,-1,0
-67,121,-1,0
-68,121,-1,0
-69,121,-1,0
-70,121,-1,0
-71,121,-1,0
-72,121,-1,0
-73,121,-1,0
-74,121,-1,0
-75,121,-1,0
-76,121,-1,0
-77,121,0,-1
-77,120,1,0
-76,120,0,-1
-76,119,-1,0
-77,119,-1,0
-78,119,0,-1
-78,118,-1,0
-79,118,0,1
-79,119,0,1
-79,120,1,0
-78,120,0,1
-78,121,-1,0
-79,121,0,1
-79,122,1,0
-78,122,1,0
-77,122,1,0
-76,122,1,0
-75,122,1,0
-74,122,1,0
-73,122,0,1
-73,123,-1,0
-74,123,-1,0
-75,123,-1,0
-76,123,-1,0
-77,123,-1,0
-78,123,-1,0
-79,123,-1,0
-80,123,-1,0
-81,123,-1,0
-82,123,-1,0
-83,123,-1,0
-84,123,-1,0
-85,123,0,1
-85,124,1,0
-84,124,0,1
-84,125,-1,0
-85,125,-1,0
-86,125,0,-1
-86,124,-1,0
-87,124,0,1
-87,125,-1,0
-88,125,0,-1
-88,124,0,-1
-88,123,1,0
-87,123,1,0
-86,123,0,-1
-86,122,-1,0
-87,122,-1,0
-88,122,-1,0
-89,122,0,1
-89,123,-1,0
-90,123,0,-1
-90,122,-1,0
-91,122,0,1
-91,123,-1,0
-92,123,-1,0
-93,123,-1,0
-94,123,-1,0
-95,123,-1,0
-96,123,-1,0
-97,123,-1,0
-98,123,-1,0
-99,123,-1,0
-100,123,-1,0
-101,123,0,-1
-101,122,1,0
-100,122,1,0
-99,122,0,-1
-99,121,-1,0
-100,121,-1,0
-101,121,-1,0
-102,121,-1,0
-103,121,0,-1
-103,120,0,-1
-103,119,0,-1
-103,118,-1,0
-104,118,0,1
-104,119,0,1
-104,120,0,1
-104,121,-1,0
-105,121,0,-1
-105,120,-1,0
-106,120,-1,0
-107,120,-1,0
-108,120,-1,0
-109,120,0,-1
-109,119,1,0
-108,119,0,-1
-108,118,1,0
-107,118,0,1
-107,119,1,0
-106,119,1,0
-105,119,0,-1
-105,118,-1,0
-106,118,0,-1
-106,117,1,0
-105,117,1,0
-104,117,1,0
-103,117,0,-1
-103,116,1,0
-102,116,1,0
-101,116,0,1
-101,117,-1,0
-102,117,0,1
-102,118,0,1
-102,119,0,1
-102,120,1,0
-101,120,0,-1
-101,119,0,-1
-101,118,1,0
-100,118,0,1
-100,119,0,1
-100,120,1,0
-99,120,1,0
-98,120,1,0
-97,120,0,1
-97,121,-1,0
-98,121,0,1
-98,122,1,0
-97,122,1,0
-96,122,1,0
-95,122,1,0
-94,122,1,0
-93,122,1,0
-92,122,0,-1
-92,121,-1,0
-93,121,-1,0
-94,121,-1,0
-95,121,-1,0
-96,121,0,-1
-96,120,1,0
-95,120,0,-1
-95,119,-1,0
-96,119,-1,0
-97,119,0,-1
-97,118,-1,0
-98,118,0,1
-98,119,-1,0
-99,119,0,-1
-99,118,0,-1
-99,117,-1,0
-100,117,0,-1
-100,116,1,0
-99,116,1,0
-98,116,0,1
-98,117,1,0
-97,117,0,-1
-97,116,1,0
-96,116,1,0
-95,116,1,0
-94,116,1,0
-93,116,1,0
-92,116,1,0
-91,116,0,1
-91,117,1,0
-90,117,0,-1
-90,116,1,0
-89,116,1,0
-88,116,1,0
-87,116,0,1
-87,117,-1,0
-88,117,-1,0
-89,117,0,1
-89,118,-1,0
-90,118,-1,0
-91,118,0,1
-91,119,-1,0
-92,119,-1,0
-93,119,0,-1
-93,118,1,0
-92,118,0,-1
-92,117,-1,0
-93,117,-1,0
-94,117,-1,0
-95,117,-1,0
-96,117,0,1
-96,118,1,0
-95,118,1,0
-94,118,0,1
-94,119,0,1
-94,120,1,0
-93,120,1,0
-92,120,1,0
-91,120,0,1
-91,121,1,0
-90,121,1,0
-89,121,1,0
-88,121,1,0
-87,121,1,0
-86,121,1,0
-85,121,0,1
-85,122,1,0
-84,122,1,0
-83,122,1,0
-82,122,1,0
-81,122,1,0
-80,122,0,-1
-80,121,-1,0
-81,121,-1,0
-82,121,-1,0
-83,121,-1,0
-84,121,0,-1
-84,120,0,-1
-84,119,0,-1
-84,118,-1,0
-85,118,0,1
-85,119,0,1
-85,120,-1,0
-86,120,-1,0
-87,120,-1,0
-88,120,-1,0
-89,120,-1,0
-90,120,0,-1
-90,119,1,0
-89,119,1,0
-88,119,0,-1
-88,118,1,0
-87,118,0,1
-87,119,1,0
-86,119,0,-1
-86,118,0,-1
-86,117,0,-1
-86,116,1,0
-85,116,0,1
-85,117,1,0
-84,117,0,-1
-84,116,1,0
-83,116,1,0
-82,116,0,1
-82,117,-1,0
-83,117,0,1
-83,118,0,1
-83,119,0,1
-83,120,1,0
-82,120,0,-1
-82,119,0,-1
-82,118,1,0
-81,118,0,1
-81,119,0,1
-81,120,1,0
-80,120,0,-1
-80,119,0,-1
-80,118,0,-1
-80,117,-1,0
-81,117,0,-1
-81,116,1,0
-80,116,1,0
-79,116,0,1
-79,117,1,0
-78,117,0,-1
-78,116,1,0
-77,116,1,0
-76,116,1,0
-75,116,1,0
-74,116,1,0
-73,116,0,1
-73,117,0,1
-73,118,-1,0
-74,118,0,-1
-74,117,-1,0
-75,117,-1,0
-76,117,-1,0
-77,117,0,1
-77,118,1,0
-76,118,1,0
-75,118,0,1
-75,119,0,1
-75,120,1,0
-74,120,0,-1
-74,119,1,0
-73,119,0,1
-73,120,1,0
-72,120,1,0
-71,120,1,0
-70,120,0,-1
-70,119,-1,0
-71,119,-1,0
-72,119,0,-1
-72,118,1,0
-71,118,1,0
-70,118,0,-1
-70,117,-1,0
-71,117,-1,0
-72,117,0,-1
-72,116,1,0
-71,116,1,0
-70,116,1,0
-69,116,0,1
-69,117,1,0
-68,117,0,-1
-68,116,1,0
-67,116,1,0
-66,116,0,1
-66,117,-1,0
-67,117,0,1
-67,118,0,1
-67,119,-1,0
-68,119,0,-1
-68,118,-1,0
-69,118,0,1
-69,119,0,1
-69,120,1,0
-68,120,1,0
-67,120,1,0
-66,120,0,-1
-66,119,0,-1
-66,118,1,0
-65,118,0,1
-65,119,1,0
-64,119,0,1
-64,120,-1,0
-65,120,0,1
-65,121,1,0
-64,121,1,0
-63,121,1,0
-62,121,1,0
-61,121,0,1
-61,122,1,0
-60,122,1,0
-59,122,1,0
-58,122,1,0
-57,122,1,0
-56,122,1,0
-55,122,1,0
-54,122,0,-1
-54,121,-1,0
-55,121,-1,0
-56,121,-1,0
-57,121,-1,0
-58,121,-1,0
-59,121,-1,0
-60,121,0,-1
-60,120,-1,0
-61,120,-1,0
-62,120,-1,0
-63,120,0,-1
-63,119,1,0
-62,119,1,0
-61,119,1,0
-60,119,1,0
-59,119,0,1
-59,120,1,0
-58,120,0,-1
-58,119,0,-1
-58,118,1,0
-57,118,0,1
-57,119,0,1
-57,120,1,0
-56,120,0,-1
-56,119,0,-1
-56,118,0,-1
-56,117,-1,0
-57,117,1,-1
-56,116,1,-1
-55,115,1,-1
-54,114,0,1
-54,115,1,0
-53,115,1,0
-52,115,0,-1
-52,114,-1,0
-53,114,0,-1
-53,113,1,0
-52,113,0,-1
-52,112,1,0
-51,112,0,1
-51,113,0,1
-51,114,1,0
-50,114,0,-1
-50,113,1,0
-49,113,0,1
-49,114,1,0
-48,114,0,-1
-48,113,0,-1
-48,112,1,0
-47,112,1,0
-46,112,1,0
-45,112,1,0
-44,112,0,1
-44,113,-1,0
-45,113,-1,0
-46,113,-1,0
-47,113,0,1
-47,114,1,0
-46,114,1,0
-45,114,0,1
-45,115,-1,0
-46,115,-1,0
-47,115,-1,0
-48,115,-1,0
-49,115,-1,0
-50,115,-1,0
-51,115,0,1
-51,116,-1,0
-52,116,-1,0
-53,116,-1,0
-54,116,-1,0
-55,116,0,1
-55,117,0,1
-55,118,1,0
-54,118,0,-1
-54,117,1,0
-53,117,1,0
-52,117,1,0
-51,117,0,1
-51,118,0,1
-51,119,0,1
-51,120,1,0
-50,120,0,-1
-50,119,0,-1
-50,118,1,0
-49,118,0,1
-49,119,0,1
-49,120,1,0
-48,120,0,-1
-48,119,0,-1
-48,118,0,-1
-48,117,-1,0
-49,117,-1,0
-50,117,0,-1
-50,116,1,0
-49,116,1,0
-48,116,1,0
-47,116,0,1
-47,117,1,0
-46,117,0,-1
-46,116,1,0
-45,116,1,0
-44,116,0,1
-44,117,-1,0
-45,117,0,1
-45,118,1,0
-44,118,1,0
-43,118,0,1
-43,119,-1,0
-44,119,-1,0
-45,119,-1,0
-46,119,0,-1
-46,118,-1,0
-47,118,0,1
-47,119,0,1
-47,120,0,1
-47,121,-1,0
-48,121,-1,0
-49,121,-1,0
-50,121,-1,0
-51,121,-1,0
-52,121,0,-1
-52,120,0,-1
-52,119,0,-1
-52,118,-1,0
-53,118,0,1
-53,119,-1,0
-54,119,-1,0
-55,119,0,1
-55,120,1,0
-54,120,1,0
-53,120,0,1
-53,121,0,1
-53,122,1,0
-52,122,1,0
-51,122,1,0
-50,122,1,0
-49,122,1,0
-48,122,1,0
-47,122,1,0
-46,122,1,0
-45,122,1,0
-44,122,1,0
-43,122,1,0
-42,122,1,0
-41,122,1,0
-40,122,1,0
-39,122,1,0
-38,122,1,0
-37,122,1,0
-36,122,1,0
-35,122,1,0
-34,122,1,0
-33,122,1,0
-32,122,1,0
-31,122,1,0
-30,122,1,0
-29,122,1,0
-28,122,0,-1
-28,121,-1,0
-29,121,-1,0
-30,121,-1,0
-31,121,-1,0
-32,121,-1,0
-33,121,0,-1
-33,120,0,-1
-33,119,0,-1
-33,118,-1,0
-34,118,0,1
-34,119,0,1
-34,120,0,1
-34,121,-1,0
-35,121,-1,0
-36,121,-1,0
-37,121,-1,0
-38,121,-1,0
-39,121,-1,0
-40,121,0,-1
-40,120,-1,0
-41,120,0,1
-41,121,-1,0
-42,121,-1,0
-43,121,-1,0
-44,121,-1,0
-45,121,-1,0
-46,121,0,-1
-46,120,1,0
-45,120,1,0
-44,120,1,0
-43,120,1,0
-42,120,0,-1
-42,119,1,0
-41,119,1,0
-40,119,0,-1
-40,118,-1,0
-41,118,-1,0
-42,118,0,-1
-42,117,-1,0
-43,117,0,-1
-43,116,1,0
-42,116,1,0
-41,116,0,1
-41,117,1,0
-40,117,0,-1
-40,116,1,0
-39,116,1,0
-38,116,1,0
-37,116,0,1
-37,117,-1,0
-38,117,-1,0
-39,117,0,1
-39,118,1,0
-38,118,0,1
-38,119,-1,0
-39,119,0,1
-39,120,1,0
-38,120,1,0
-37,120,0,-1
-37,119,0,-1
-37,118,1,0
-36,118,0,1
-36,119,0,1
-36,120,1,0
-35,120,0,-1
-35,119,0,-1
-35,118,0,-1
-35,117,-1,0
-36,117,0,-1
-36,116,1,0
-35,116,1,0
-34,116,0,1
-34,117,1,0
-33,117,0,-1
-33,116,1,0
-32,116,1,0
-31,116,1,0
-30,116,1,0
-29,116,0,1
-29,117,-1,0
-30,117,-1,0
-31,117,-1,0
-32,117,0,1
-32,118,0,1
-32,119,0,1
-32,120,1,0
-31,120,0,-1
-31,119,0,-1
-31,118,1,0
-30,118,0,1
-30,119,0,1
-30,120,1,0
-29,120,1,0
-28,120,0,-1
-28,119,-1,0
-29,119,0,-1
-29,118,1,0
-28,118,0,-1
-28,117,1,0
-27,117,1,0
-26,117,1,0
-25,117,1,0
-24,117,1,0
-23,117,0,1
-23,118,1,0
-22,118,0,-1
-22,117,1,0
-21,117,1,0
-20,117,0,-1
-20,116,-1,0
-21,116,-1,0
-22,116,-1,0
-23,116,-1,0
-24,116,-1,0
-25,116,-1,0
-26,116,-1,0
-27,116,-1,0
-28,116,0,-1
-28,115,0,-1
-28,114,-1,0
-29,114,0,1
-29,115,-1,0
-30,115,-1,0
-31,115,-1,0
-32,115,-1,0
-33,115,-1,0
-34,115,-1,0
-35,115,-1,0
-36,115,-1,0
-37,115,-1,0
-38,115,0,-1
-38,114,1,0
-37,114,1,0
-36,114,0,-1
-36,113,0,-1
-36,112,-1,0
-37,112,0,1
-37,113,-1,0
-38,113,0,-1
-38,112,-1,0
-39,112,0,1
-39,113,-1,0
-40,113,0,1
-40,114,1,0
-39,114,0,1
-39,115,-1,0
-40,115,-1,0
-41,115,0,-1
-41,114,-1,0
-42,114,0,1
-42,115,-1,0
-43,115,-1,0
-44,115,0,-1
-44,114,1,0
-43,114,0,-1
-43,113,1,0
-42,113,1,0
-41,113,0,-1
-41,112,1,0
-40,112,0,-1
-40,111,1,0
-39,111,1,0
-38,111,1,0
-37,111,1,0
-36,111,1,0
-35,111,0,1
-35,112,0,1
-35,113,0,1
-35,114,1,0
-34,114,0,-1
-34,113,1,0
-33,113,0,1
-33,114,1,0
-32,114,1,0
-31,114,1,0
-30,114,0,-1
-30,113,-1,0
-31,113,-1,0
-32,113,0,-1
-32,112,-1,0
-33,112,-1,0
-34,112,0,-1
-34,111,1,0
-33,111,1,0
-32,111,1,0
-31,111,0,1
-31,112,1,0
-30,112,0,-1
-30,111,1,0
-29,111,1,0
-28,111,0,1
-28,112,-1,0
-29,112,0,1
-29,113,1,0
-28,113,1,0
-27,113,0,1
-27,114,0,1
-27,115,1,0
-26,115,0,-1
-26,114,1,0
-25,114,0,1
-25,115,1,0
-24,115,1,0
-23,115,1,0
-22,115,0,-1
-22,114,-1,0
-23,114,-1,0
-24,114,0,-1
-24,113,0,-1
-24,112,-1,0
-25,112,0,1
-25,113,-1,0
-26,113,0,-1
-26,112,-1,0
-27,112,0,-1
-27,111,1,0
-26,111,1,0
-25,111,1,0
-24,111,0,-1
-24,110,1,0
-23,110,0,-1
-23,109,-1,0
-24,109,-1,0
-25,109,0,1
-25,110,-1,0
-26,110,0,-1
-26,109,-1,0
-27,109,0,1
-27,110,-1,0
-28,110,-1,0
-29,110,-1,0
-30,110,-1,0
-31,110,-1,0
-32,110,-1,0
-33,110,-1,0
-34,110,-1,0
-35,110,-1,0
-36,110,-1,0
-37,110,-1,0
-38,110,-1,0
-39,110,-1,0
-40,110,0,-1
-40,109,1,0
-39,109,1,0
-38,109,1,0
-37,109,1,0
-36,109,1,0
-35,109,1,0
-34,109,1,0
-33,109,1,0
-32,109,1,0
-31,109,1,0
-30,109,1,0
-29,109,1,0
-28,109,0,-1
-28,108,1,0
-27,108,0,-1
-27,107,-1,0
-28,107,0,-1
-28,106,-1,0
-29,106,-1,0
-30,106,0,-1
-30,105,-1,0
-31,105,0,1
-31,106,-1,0
-32,106,-1,0
-33,106,-1,0
-34,106,0,-1
-34,105,1,0
-33,105,1,0
-32,105,0,-1
-32,104,0,-1
-32,103,1,0
-31,103,0,1
-31,104,1,0
-30,104,0,-1
-30,103,1,0
-29,103,1,0
-28,103,1,0
-27,103,0,1
-27,104,-1,0
-28,104,-1,0
-29,104,0,1
-29,105,1,0
-28,105,1,0
-27,105,0,1
-27,106,1,0
-26,106,1,0
-25,106,0,-1
-25,105,-1,0
-26,105,0,-1
-26,104,1,0
-25,104,1,0
-24,104,0,-1
-24,103,-1,0
-25,103,-1,0
-26,103,0,-1
-26,102,-1,0
-27,102,-1,0
-28,102,-1,0
-29,102,-1,0
-30,102,-1,0
-31,102,-1,0
-32,102,-1,0
-33,102,-1,0
-34,102,-1,0
-35,102,-1,0
-36,102,-1,0
-37,102,0,1
-37,103,0,1
-37,104,1,0
-36,104,0,-1
-36,103,1,0
-35,103,1,0
-34,103,1,0
-33,103,0,1
-33,104,-1,0
-34,104,-1,0
-35,104,0,1
-35,105,-1,0
-36,105,-1,0
-37,105,0,1
-37,106,1,0
-36,106,1,0
-35,106,0,1
-35,107,1,0
-34,107,1,0
-33,107,1,0
-32,107,1,0
-31,107,1,0
-30,107,1,0
-29,107,0,1
-29,108,-1,0
-30,108,-1,0
-31,108,-1,0
-32,108,-1,0
-33,108,-1,0
-34,108,-1,0
-35,108,-1,0
-36,108,0,-1
-36,107,-1,0
-37,107,0,1
-37,108,-1,0
-38,108,-1,0
-39,108,-1,0
-40,108,-1,0
-41,108,0,1
-41,109,-1,0
-42,109,-1,0
-43,109,-1,0
-44,109,-1,0
-45,109,-1,0
-46,109,-1,0
-47,109,-1,0
-48,109,-1,0
-49,109,0,1
